cod_depto,professor
1198,JORGE MADEIRA NOGUEIRA
1198,MARCELO DE OLIVEIRA TORRES
1198,JOSE LUIS DA COSTA OREIRO
1198,MARIA EDUARDA TANNURI PIANTO
1198,MICHAEL CHRISTIAN LEHMANN
1198,ANDREA FELIPPE CABELLO
1198,JOSE LUIS DA COSTA OREIRO
1198,PAULO ROBERTO AMORIM LOUREIRO
1198,RODRIGO ANDRES DE SOUZA PENALOZA
1198,ADRIANA MOREIRA AMADO
1198,MAURO BOIANOVSKY
1198,VICTOR GOMES E SILVA
1198,MARIA DE LOURDES ROLLEMBERG MOLLO
1198,MAURICIO SOARES BUGARIN
1198,RICARDO SILVA AZEVEDO ARAUJO
1198,DANIELA FREDDO
1198,TOMAS RODRIGUEZ MARTINEZ
1198,ALEXANDRE FLAVIO SILVA ANDRADA
1198,ANDREI DOMINGUES CECHIN
1198,LEANDRO GONCALVES DO NASCIMENTO
1198,JORGE MADEIRA NOGUEIRA
1198,ROBERTO DE GOES ELLERY JUNIOR
1198,MARCELO DE OLIVEIRA TORRES
1198,GEOVANA LORENA BERTUSSI
1198,DANIEL OLIVEIRA CAJUEIRO
1198,BERNARDO PINHEIRO MACHADO MUELLER
1198,ROBERTO DE GOES ELLERY JUNIOR
1620,REMI CASTIONI
1620,LIEGE GEMELLI KUCHENBECKER
1620,ALIA MARIA BARRIOS GONZALEZ
1620,RITA SILVANA SANTANA DOS SANTOS
1620,BERNARDO KIPNIS
1620,LILIANE CAMPOS MACHADO
1620,FRANCISCO THIAGO SILVA
1620,CLAUDIA MAFFINI GRIBOSKI
1620,ALCYONE VASCONCELOS
1620,ADRIANA ALMEIDA SALES DE MELO
1620,EDUARDO DI DEUS
1620,EMILIA CARVALHO LEITAO BIATO
1620,LIEGE GEMELLI KUCHENBECKER
1620,ETIENNE BALDEZ LOUZADA BARBOSA
1620,MONIQUE APARECIDA VOLTARELLI
1620,RITA SILVANA SANTANA DOS SANTOS
1620,REMI CASTIONI
1620,LILIANE CAMPOS MACHADO
1620,BERNARDO KIPNIS
1620,FRANCISCO THIAGO SILVA
1620,GIRLENE RIBEIRO DE JESUS
977,ERLANDO DA SILVA RESES
977,CATIA PICCOLO VIERO DEVECHI
977,CLAUDIA MARCIA LYRA PATO
977,GERALDO EUSTAQUIO MOREIRA
977,AMARALINA MIRANDA DE SOUZA
977,LILIANE CAMPOS MACHADO
977,LUCIO FRANCA TELES
977,AMARALINA MIRANDA DE SOUZA
977,ADRIANA ALMEIDA SALES DE MELO
977,REMI CASTIONI
977,MARIA LIDIA BUENO FERNANDES
977,GILBERTO LACERDA DOS SANTOS
977,WIVIAN JANY WELLER
977,LIVIA FREITAS FONSECA BORGES
977,BERNARDO KIPNIS
977,BENEDETTA BISOL
977,SINARA POLLOM ZARDO
977,CARLOS ALBERTO LOPES DE SOUSA
977,RENISIA CRISTINA GARCIA FILICE
977,MARIA ABADIA DA SILVA
977,CRISTINA MASSOT MADEIRA COELHO
977,SHIRLEIDE PEREIRA DA SILVA CRUZ
977,LIVIA FREITAS FONSECA BORGES
977,REMI CASTIONI
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1185,MARIA RITA AVANZI
1185,MARCELO XIMENES AGUIAR BIZERRIL
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1185,ROBERTO RIBEIRO DA SILVA
1185,PATRICIA FERNANDES LOOTENS MACHADO
1185,JEANE CRISTINA GOMES ROTTA
1185,GERSON DE SOUZA MOL
1185,EDUARDO LUIZ DIAS CAVALCANTI
1185,DELANO MOODY SIMOES DA SILVA
1185,MARCELO XIMENES AGUIAR BIZERRIL
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1185,ROBERTO RIBEIRO DA SILVA
1185,PAULO GABRIEL FRANCO DOS SANTOS
1185,PATRICIA FERNANDES LOOTENS MACHADO
1185,JEANE CRISTINA GOMES ROTTA
1185,GERSON DE SOUZA MOL
1185,EDUARDO LUIZ DIAS CAVALCANTI
1185,DELANO MOODY SIMOES DA SILVA
1185,MARIA RITA AVANZI
1185,ANDRE VITOR FERNANDES DOS SANTOS
1185,ANA JULIA LEMOS ALVES PEDREIRA
1185,SAMUEL MOLINA SCHNORR
1185,ANDRE VITOR FERNANDES DOS SANTOS
1185,GERSON DE SOUZA MOL
1185,DELANO MOODY SIMOES DA SILVA
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1185,RODRIGO DIEGO DE SOUZA
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1185,PAULO ROBERTO MENEZES LIMA JUNIOR
1625,ALFREDO FERES NETO
1625,PEDRO OSMAR FLORES DE NORONHA FIGUEIREDO
1625,ROSANA AMARO
1625,ALFREDO FERES NETO
1625,ALEXANDRE JACKSON CHAN VIANNA
1625,JONATAS MAIA DA COSTA
1625,JACIARA OLIVEIRA LEITE
1625,ALFREDO FERES NETO
910,RINALDO ANDRE MEZZARANE
910,RICARDO MORENO LIMA
910,RODRIGO LUIZ CARREGARO
910,JAKE CARVALHO DO CARMO
910,FERNANDO MASCARENHAS ALVES
910,EDSON MARCELO HUNGARO
910,LEONARDO LAMAS LEANDRO RIBEIRO
910,MAURÍLIO TIRADENTES DUTRA
910,FERNANDO MASCARENHAS ALVES
910,EDSON MARCELO HUNGARO
910,AMILTON VIEIRA
910,JAKE CARVALHO DO CARMO
910,LUIZ GUILHERME GROSSI PORTO
910,JUAN CARLOS PEREZ MORALES
910,PEDRO FERNANDO AVALONE DE ATHAYDE
910,ANA CRISTINA DE DAVID
959,ANTONIO PIRATELLI FILHO
959,RINALDO ANDRE MEZZARANE
959,MARCELLA LEMOS BRETTAS CARNEIRO
959,GLECIA VIRGOLINO DA SILVA LUZ
959,PAULO EDUARDO NARCIZO DE SOUZA
959,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA
959,RONNI GERALDO GOMES DE AMORIM
959,PAULO EDUARDO NARCIZO DE SOUZA
959,MARILIA MIRANDA FORTE GOMES
959,NILTON CORREIA DA SILVA
959,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES
959,FABIO VIEGAS CAIXETA
959,GERARDO ANTONIO IDROBO PIZO
948,GEOVANY ARAUJO BORGES
948,FERNANDO CARDOSO MELO
948,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU
948,DANIEL COSTA ARAUJO
948,PAULO ROBERTO DE LIRA GONDIM
948,FRANCISCO ASSIS DE OLIVEIRA NASCIMENTO
948,DANIEL GUERREIRO E SILVA
948,UGO SILVA DIAS
948,KLEBER MELO E SILVA
948,JOSE ALFREDO RUIZ VARGAS
948,RICARDO LOPES DE QUEIROZ
948,HUGERLES SALES SILVA
948,EDUARDO STOCKLER TOGNETTI
948,EDUARDO STOCKLER TOGNETTI
948,EDUARDO STOCKLER TOGNETTI
948,EDUARDO STOCKLER TOGNETTI
1186,DELANO MOODY SIMOES DA SILVA
1186,ANA JULIA LEMOS ALVES PEDREIRA
1186,RODRIGO DIEGO DE SOUZA
1186,PAULO GABRIEL FRANCO DOS SANTOS
1186,MARCELO XIMENES AGUIAR BIZERRIL
1186,JEANE CRISTINA GOMES ROTTA
1506,VANESSA CARVALHO DE ANDRADE
1506,ANTONIO CARLOS PEDROZA
1506,VANESSA CARVALHO DE ANDRADE
1506,FABIO FERREIRA MONTEIRO
1506,ANTONY MARCO MOTA POLITO
1506,MARCELLO FERREIRA
1613,FERNANDO LUIZ ARAUJO SOBRINHO
1613,ERCILIA TORRES STEINKE
1613,ROSELIR DE OLIVEIRA NASCIMENTO
1613,RUTH ELIAS DE PAULA LARANJA
1613,RAFAEL RODRIGUES DA FRANCA
1613,FERNANDO LUIZ ARAUJO SOBRINHO
1613,MARILIA LUIZA PELUSO
1613,RUTH ELIAS DE PAULA LARANJA
876,RAUL YUKIHIRO MATSUSHITA
876,CIRA ETHEOWALDA GUEVARA OTINIANO
876,GUILHERME SOUZA RODRIGUES
876,GUSTAVO LEONEL GILARDONI AVALLE
876,EDUARDO YOSHIO NAKANO
876,JULIANA BETINI FACHINI GOMES
876,ALAN RICARDO DA SILVA
876,GUILHERME SOUZA RODRIGUES
876,FREDERICO MACHADO ALMEIDA
876,CIRA ETHEOWALDA GUEVARA OTINIANO
829,MICHELE TEREZA MARQUES CARVALHO
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,FRANCISCO EVANGELISTA JUNIOR
829,GILBERTO GOMES
829,RODRIGO DE MELO LAMEIRAS
829,GUILHERME SALES SOARES DE AZEVEDO MELO
829,MARCOS HONORATO DE OLIVEIRA
829,LINEU JOSE PEDROSO
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,ELTON BAUER
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,ARTUR ANTONIO DE ALMEIDA PORTELA
829,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA
829,ELTON BAUER
829,FRANCISCO EVANGELISTA JUNIOR
829,GILBERTO GOMES
829,GRACIELA NORA DOZ DE CARVALHO
829,GUILHERME SALES SOARES DE AZEVEDO MELO
829,JESSICA SIQUEIRA DE SOUZA
829,JOAO HENRIQUE DA SILVA REGO
829,JOSE LUIS VITAL DE BRITO
829,LINEU JOSE PEDROSO
829,LUCIANO MENDES BEZERRA
829,MARCOS HONORATO DE OLIVEIRA
829,MICHELE TEREZA MARQUES CARVALHO
829,PAULO CHAVES DE REZENDE MARTINS
829,RAUL DARIO DURAND FARFAN
829,RODRIGO DE MELO LAMEIRAS
829,VALDIRENE MARIA SILVA CAPUZZO
829,WILLIAM TAYLOR MATIAS SILVA
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA
829,ELTON BAUER
829,FRANCISCO EVANGELISTA JUNIOR
829,GILBERTO GOMES
829,GRACIELA NORA DOZ DE CARVALHO
829,GUILHERME SALES SOARES DE AZEVEDO MELO
829,JESSICA SIQUEIRA DE SOUZA
829,JOAO HENRIQUE DA SILVA REGO
829,JOSE LUIS VITAL DE BRITO
829,LINEU JOSE PEDROSO
829,LUCIANO MENDES BEZERRA
829,MARCOS HONORATO DE OLIVEIRA
829,MICHELE TEREZA MARQUES CARVALHO
829,RAUL DARIO DURAND FARFAN
829,RODRIGO DE MELO LAMEIRAS
829,VALDIRENE MARIA SILVA CAPUZZO
829,WILLIAM TAYLOR MATIAS SILVA
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,ARTUR ANTONIO DE ALMEIDA PORTELA
829,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA
829,ELTON BAUER
829,FRANCISCO EVANGELISTA JUNIOR
829,GILBERTO GOMES
829,GRACIELA NORA DOZ DE CARVALHO
829,GUILHERME SALES SOARES DE AZEVEDO MELO
829,JESSICA SIQUEIRA DE SOUZA
829,JOAO HENRIQUE DA SILVA REGO
829,JOSE LUIS VITAL DE BRITO
829,LINEU JOSE PEDROSO
829,LUCIANO MENDES BEZERRA
829,MARCOS HONORATO DE OLIVEIRA
829,MICHELE TEREZA MARQUES CARVALHO
829,PAULO CHAVES DE REZENDE MARTINS
829,RAUL DARIO DURAND FARFAN
829,RODRIGO DE MELO LAMEIRAS
829,VALDIRENE MARIA SILVA CAPUZZO
829,WILLIAM TAYLOR MATIAS SILVA
829,WILLIAM TAYLOR MATIAS SILVA
829,ANTONIO CARLOS DE OLIVEIRA MIRANDA
829,ARTUR ANTONIO DE ALMEIDA PORTELA
829,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA
829,ELTON BAUER
829,FRANCISCO EVANGELISTA JUNIOR
829,GILBERTO GOMES
829,GRACIELA NORA DOZ DE CARVALHO
829,GUILHERME SALES SOARES DE AZEVEDO MELO
829,JESSICA SIQUEIRA DE SOUZA
829,JOAO HENRIQUE DA SILVA REGO
829,JOSE LUIS VITAL DE BRITO
829,LINEU JOSE PEDROSO
829,LUCIANO MENDES BEZERRA
829,MARCOS HONORATO DE OLIVEIRA
829,MICHELE TEREZA MARQUES CARVALHO
829,PAULO CHAVES DE REZENDE MARTINS
829,RAUL DARIO DURAND FARFAN
829,RODRIGO DE MELO LAMEIRAS
829,VALDIRENE MARIA SILVA CAPUZZO
829,WILLIAM TAYLOR MATIAS SILVA
829,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA
829,JOAO HENRIQUE DA SILVA REGO
829,VALDIRENE MARIA SILVA CAPUZZO
829,GRACIELA NORA DOZ DE CARVALHO
829,RAUL DARIO DURAND FARFAN
1225,EVERTON LUIS PEREIRA
1225,LILIA GONCALVES MAGALHAES
1225,ROSAMARIA GIATTI CARNEIRO
1225,STEPHEN GRANT BAINES
1225,MOISES VILLAMIL BALESTRO
1225,LILIA GONCALVES MAGALHAES
1225,CAMILO NEGRI
1225,CRISTHIAN TEOFILO DA SILVA
1225,DANIEL BIN
1225,ELAINE MOREIRA
1225,ELIZABETH DEL SOCORRO RUANO IBARRA
1225,EVERTON LUIS PEREIRA
1225,LEONARDO CAVALCANTI DA SILVA
1225,LILIA GONCALVES MAGALHAES
1225,ROBERTO GOULART MENEZES
1225,PEDRO HENRIQUE DE MORAES CICERO
1225,ELISA DE SOUZA MARTINEZ
1225,CRISTHIAN TEOFILO DA SILVA
1225,LEONARDO CAVALCANTI DA SILVA
1225,LILIA GONCALVES MAGALHAES
1225,DANIEL BIN
1225,ELAINE MOREIRA
1225,ROSAMARIA GIATTI CARNEIRO
1225,CRISTHIAN TEOFILO DA SILVA
1225,LEONARDO CAVALCANTI DA SILVA
1225,LILIA GONCALVES MAGALHAES
1225,DANIEL BIN
1225,ELAINE MOREIRA
1225,CRISTHIAN TEOFILO DA SILVA
1225,PEDRO HENRIQUE DE MORAES CICERO
1225,LEONARDO CAVALCANTI DA SILVA
1225,ELIZABETH DEL SOCORRO RUANO IBARRA
1225,ELAINE MOREIRA
1225,ROSAMARIA GIATTI CARNEIRO
1225,EVERTON LUIS PEREIRA
1225,LILIA GONCALVES MAGALHAES
1225,FRANCO DE MATOS
1494,ALBA ELENA ESCALANTE ALVAREZ
1494,ELISA DUARTE TEIXEIRA
1494,SABINE GOROVITZ
1494,GERMANA HENRIQUES PEREIRA
1494,ALICE MARIA DE ARAUJO FERREIRA
1494,FLAVIA CRISTINA CRUZ LAMBERTI
1494,DIEGO MAURICIO BARBOSA
1664,HERIVELTO PEREIRA DE SOUZA
1664,PEDRO ERGNALDO GONTIJO
917,PHILIPPE CLAUDE THIERRY LACOUR
917,PRISCILA ROSSINETTI RUFINONI
917,ALEX SANDRO CALHEIROS DE MOURA
917,ALEXANDRE FERNANDES BATISTA COSTA LEITE
917,ERICK CALHEIROS DE LIMA
917,FABIO MASCARENHAS NOLASCO
917,AGNALDO CUOCO PORTUGAL
917,ALEXANDRE HAHN
917,CLAUDIO ARAUJO REIS
917,PRISCILA ROSSINETTI RUFINONI
917,RODRIGO DE ALVARENGA FREIRE
917,GUY HAMELIN
917,MARIA CECILIA PEDREIRA DE ALMEIDA
917,FERNANDO RIBEIRO DE MORAES BARROS
917,HERIVELTO PEREIRA DE SOUZA
917,LIGIA PAVAN BAPTISTA
917,ANDRE LUIS MUNIZ GARCIA
917,GILBERTO TEDEIA
917,ANDRE LECLERC
917,MARCOS AURELIO FERNANDES
917,PHILIPPE CLAUDE THIERRY LACOUR
917,SAMUEL JOSE SIMON RODRIGUES
917,AGNALDO CUOCO PORTUGAL
917,ALEX SANDRO CALHEIROS DE MOURA
917,ALEXANDRE FERNANDES BATISTA COSTA LEITE
917,ALEXANDRE HAHN
917,ANDRE LECLERC
917,ANDRE LUIS MUNIZ GARCIA
917,CLAUDIO ARAUJO REIS
917,ERICK CALHEIROS DE LIMA
917,FABIO MASCARENHAS NOLASCO
917,FERNANDO RIBEIRO DE MORAES BARROS
917,GILBERTO TEDEIA
917,GUY HAMELIN
917,HERIVELTO PEREIRA DE SOUZA
917,MARCIO GIMENES DE PAULA
917,MARCOS AURELIO FERNANDES
917,MARIA CECILIA PEDREIRA DE ALMEIDA
917,RODRIGO DE ALVARENGA FREIRE
917,SAMUEL JOSE SIMON RODRIGUES
917,ERICK CALHEIROS DE LIMA
917,GUY HAMELIN
917,ALEXANDRE HAHN
917,ALEX SANDRO CALHEIROS DE MOURA
917,ALEXANDRE FERNANDES BATISTA COSTA LEITE
917,ANDRE LECLERC
917,ANDRE LUIS MUNIZ GARCIA
917,CLAUDIO ARAUJO REIS
917,ERICK CALHEIROS DE LIMA
917,FABIO MASCARENHAS NOLASCO
917,FERNANDO RIBEIRO DE MORAES BARROS
917,GILBERTO TEDEIA
917,AGNALDO CUOCO PORTUGAL
917,GUY HAMELIN
917,HERIVELTO PEREIRA DE SOUZA
917,LIGIA PAVAN BAPTISTA
917,MARCIO GIMENES DE PAULA
917,MARCOS AURELIO FERNANDES
917,MARIA CECILIA PEDREIRA DE ALMEIDA
917,PHILIPPE CLAUDE THIERRY LACOUR
917,SAMUEL JOSE SIMON RODRIGUES
917,CLAUDIO ARAUJO REIS
917,ALEX SANDRO CALHEIROS DE MOURA
917,ALEXANDRE HAHN
917,GUY HAMELIN
917,ERICK CALHEIROS DE LIMA
917,ANDRE LUIS MUNIZ GARCIA
917,RODRIGO DE ALVARENGA FREIRE
917,SAMUEL JOSE SIMON RODRIGUES
917,GILBERTO TEDEIA
917,LIGIA PAVAN BAPTISTA
917,PRISCILA ROSSINETTI RUFINONI
917,MARCIO GIMENES DE PAULA
917,ANDRE LECLERC
917,AGNALDO CUOCO PORTUGAL
917,ALEXANDRE FERNANDES BATISTA COSTA LEITE
917,CLAUDIO ARAUJO REIS
917,FABIO MASCARENHAS NOLASCO
917,FERNANDO RIBEIRO DE MORAES BARROS
917,HERIVELTO PEREIRA DE SOUZA
917,MARIA CECILIA PEDREIRA DE ALMEIDA
917,MARCOS AURELIO FERNANDES
917,AGNALDO CUOCO PORTUGAL
917,ALEX SANDRO CALHEIROS DE MOURA
917,ALEXANDRE FERNANDES BATISTA COSTA LEITE
917,SAMUEL JOSE SIMON RODRIGUES
917,RODRIGO DE ALVARENGA FREIRE
917,PHILIPPE CLAUDE THIERRY LACOUR
917,GUY HAMELIN
917,HERIVELTO PEREIRA DE SOUZA
917,LIGIA PAVAN BAPTISTA
917,CLAUDIO ARAUJO REIS
917,ANDRE LUIS MUNIZ GARCIA
917,ANDRE LECLERC
917,FABIO MASCARENHAS NOLASCO
917,ALEXANDRE HAHN
917,PRISCILA ROSSINETTI RUFINONI
917,MARCOS AURELIO FERNANDES
947,DANILO BATISTA PINHO
947,MAURICIO ROSSATO
947,MARISA A DA S VELLOSO FERREIRA
947,DANILO BATISTA PINHO
947,MAURICIO ROSSATO
947,THAIS RIBEIRO SANTIAGO
947,TATSUYA NAGATA
947,JUVENIL ENRIQUE CARES
947,ISABEL BELLONI SCHMIDT
947,
947,CAROLYN ELINORE BARNES PROENCA
947,SUELI MARIA GOMES
947,GUARINO RINALDI COLLI
947,MIGUEL ANGELO MARINI
947,AUGUSTO CESAR FRANCO
947,SILVIENE FABIANA DE OLIVEIRA
947,DANILO BATISTA PINHO
947,RICARDO BOMFIM MACHADO
947,CAROLINA MADEIRA LUCCI
947,FABIAN BORGHETTI
947,DANIEL LUIS MASCIA VIEIRA
947,CRISTIANE DA SILVA FERREIRA
947,JULIA KLACZKO
947,CASSIA BEATRIZ RODRIGUES MUNHOZ
947,VERONICA DE BARROS SLOBODIAN MOTTA
947,GUARINO RINALDI COLLI
947,THOMAS CHRISTOPHER RHYS WILLIAMS
947,EDUARDO BESSA PEREIRA DA SILVA
947,DANILO BATISTA PINHO
947,RITA DE CASSIA PEREIRA CARVALHO
947,DANIELA MARA DE OLIVEIRA
947,DANIEL LUIS MASCIA VIEIRA
947,ISABEL BELLONI SCHMIDT
947,
947,CAROLYN ELINORE BARNES PROENCA
947,DANILO BATISTA PINHO
947,THAIS RIBEIRO SANTIAGO
947,ALICE KAZUKO INOUE NAGATA
947,DANILO BATISTA PINHO
947,MAURICIO ROSSATO
947,CLEBER FURLANETTO
947,MARISA A DA S VELLOSO FERREIRA
947,CLEBER FURLANETTO
947,CLEBER FURLANETTO
947,THAIS RIBEIRO SANTIAGO
947,MARISA A DA S VELLOSO FERREIRA
947,JUVENIL ENRIQUE CARES
947,CLEBER FURLANETTO
947,MAURICIO ROSSATO
947,RITA DE CASSIA PEREIRA CARVALHO
947,RITA DE CASSIA PEREIRA CARVALHO
947,LUIZ EDUARDO BASSAY BLUM
947,MAURICIO ROSSATO
947,RITA DE CASSIA PEREIRA CARVALHO
947,CLEBER FURLANETTO
947,MAURICIO ROSSATO
947,RITA DE CASSIA PEREIRA CARVALHO
985,PEDRO HENRIQUE DE OLIVEIRA NETO
985,GERALDO MAGELA E SILVA
985,LUIZ ANTONIO RIBEIRO JUNIOR
985,LUIZ ANTONIO RIBEIRO JUNIOR
985,ALEKSANDR NIKOLAIEVICH PINZUL
985,TARCISIO MARCIANO DA ROCHA FILHO
985,MARIANA PENNA LIMA VITENTI
985,PEDRO HENRIQUE DE OLIVEIRA NETO
985,DAVID LIMA AZEVEDO
985,LUIZ ANTONIO RIBEIRO JUNIOR
985,RICARDO GARGANO
932,WELITOM RODRIGUES BORGES
932,ROGERIO ELIAS SOARES UAGODA
932,JOSE ELOI GUIMARAES CAMPOS
932,ADALENE MOREIRA SILVA
932,JEREMIE GARNIER
932,MARCELO PERES ROCHA
932,UIDEMAR MORAIS BARRAL
932,JEAN MICHEL MARCEL MARTINEZ
932,DIOGO OLIVETTI
932,JULIA BARBOSA CURTO MA
932,LUCIANO SOARES DA CUNHA
932,TATI DE ALMEIDA
932,EDSON EYJI SANO
932,GUSTAVO MACEDO DE MELLO BAPTISTA
932,POLIANA DUTRA MAIA
932,EDILSON DE SOUZA BIAS
932,MONICA GIANNOCCARO VON HUELSEN
932,GIULIANO SANT ANNA MAROTTA
932,REJANE ENNES CICERELLI
932,JOSE ELOI GUIMARAES CAMPOS
932,ALEXANDRE DE AMORIM TEIXEIRA
1493,HELEN DA COSTA GURGEL
1493,DANIEL ABREU DE AZEVEDO
931,NILSON FRANCISQUINI BOTELHO
931,VALMIR DA SILVA SOUZA
931,DERMEVAL APARECIDO DO CARMO
931,ADALENE MOREIRA SILVA
931,NATALIA HAUSER
931,ALISSON LOPES OLIVEIRA
931,GUILHERME DE OLIVEIRA GONCALVES
931,ADALENE MOREIRA SILVA
931,REINHARDT ADOLFO FUCK
931,CARLOS JOSE SOUZA DE ALVARENGA
931,FEDERICO ALBERTO CUADROS JIMENEZ
931,ROBERTA MARY VIDOTTI
931,CATARINA LABOURE BEMFICA TOLEDO
931,MARIA EMILIA SCHUTESKY
931,MARTINO GIORGIONI
931,ELIZA INEZ NUNES PEIXOTO
931,WOLF UWE REIMOLD
931,WOLF UWE REIMOLD
931,NATALIA HAUSER
931,CLAUDINEI GOUVEIA DE OLIVEIRA
931,CESAR FONSECA FERREIRA FILHO
931,JEREMIE GARNIER
931,ADRIANA MARIA COIMBRA HORBE
931,ADALENE MOREIRA SILVA
931,CARLOS JOSE SOUZA DE ALVARENGA
931,REINHARDT ADOLFO FUCK
901,JUAN FELIX RODRIGUEZ REBOLLEDO
901,RAFAEL CERQUEIRA SILVA
901,RENATO PINTO DA CUNHA
901,RAFAEL CERQUEIRA SILVA
901,GREGORIO LUIS SILVA ARAUJO
901,MARCIO MUNIZ DE FARIAS
901,LEANDRO LIMA RASMUSSEN
901,RENATO PINTO DA CUNHA
901,MICHELE DAL TOE CASAGRANDE
901,NEWTON MOREIRA DE SOUZA
901,ANDRE LUIS BRASIL CAVALCANTE
901,MICHELE DAL TOE CASAGRANDE
901,RAFAEL CERQUEIRA SILVA
901,ANDRE LUIS BRASIL CAVALCANTE
901,ANDRE PACHECO DE ASSIS
901,RENATO PINTO DA CUNHA
901,NEWTON MOREIRA DE SOUZA
901,JUAN FELIX RODRIGUEZ REBOLLEDO
901,GREGORIO LUIS SILVA ARAUJO
901,ANDRE LUIS BRASIL CAVALCANTE
901,MICHELE DAL TOE CASAGRANDE
901,NEWTON MOREIRA DE SOUZA
901,GREGORIO LUIS SILVA ARAUJO
901,RENATO PINTO DA CUNHA
901,GREGORIO LUIS SILVA ARAUJO
901,ANDRE PACHECO DE ASSIS
901,MANOEL PORFIRIO CORDAO NETO
901,ANDRE LUIS BRASIL CAVALCANTE
901,MARCIO MUNIZ DE FARIAS
901,ANDRE PACHECO DE ASSIS
1503,LUCIJANE MONTEIRO DE ABREU
1503,ALEXANDRE NASCIMENTO DE ALMEIDA
1503,CARLOS JOSE SOUSA PASSOS
1503,LUCIJANE MONTEIRO DE ABREU
1503,MAURO ROBERTO FELIZATTO
1503,ROMULO JOSE DA COSTA RIBEIRO
1503,ANTONIO DE ALMEIDA NOBRE JUNIOR
1503,LUCIJANE MONTEIRO DE ABREU
933,ALEXANDRE NASCIMENTO DE ALMEIDA
933,JONILTO COSTA SOUSA
933,ANDREA FELIPPE CABELLO
933,ANNITA VALLERIA CALMON MENDES
933,MARIA JULIA PANTOJA DE BRITTO
933,LUCIANA DE OLIVEIRA MIRANDA
933,LUIZ HONORATO DA SILVA JUNIOR
933,TITO BELCHIOR SILVA MOREIRA
933,LUCIJANE MONTEIRO DE ABREU
933,MAURO EDUARDO DEL GROSSI
1616,SHEILA CRISTINA TOLENTINO BARBOSA
1616,BEATRIZ FATIMA MORGAN
1616,CHRISTIANA SOARES DE FREITAS
928,LUIZ CESAR DE SA JUNIOR
928,ANDERSON RIBEIRO OLIVA
928,BRUNO LEAL PASTOR DE CARVALHO
928,ANDRE GUSTAVO DE MELO ARAUJO
928,DANIEL BARBOSA ANDRADE DE FARIA
928,LEANDRO DUARTE RUST
928,LUIZ CESAR DE SA JUNIOR
895,EDNA DIAS CANEDO
895,LI WEIGANG
895,RICARDO PEZZUOL JACOBI
895,CELIA GHEDINI RALHA
895,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN
895,MARIA EMILIA MACHADO TELLES WALTER
895,EDNA DIAS CANEDO
895,RICARDO PEZZUOL JACOBI
895,THIAGO DE PAULO FALEIROS
895,ALBA CRISTINA MAGALHAES ALVES DE MELO
895,LI WEIGANG
895,EDNA DIAS CANEDO
895,MAURICIO AYALA RINCON
895,VANDER RAMOS ALVES
895,RICARDO LOPES DE QUEIROZ
895,LI WEIGANG
895,ALBA CRISTINA MAGALHAES ALVES DE MELO
895,RODRIGO BONIFACIO DE ALMEIDA
960,MARIA ALZIRA DE ARAUJO NUNES
960,MARIA ALZIRA DE ARAUJO NUNES
960,EDER LIMA DE ALBUQUERQUE
960,MARCUS VINICIUS GIRAO DE MORAIS
960,SUZANA MOREIRA AVILA
960,CARLA TATIANA MOTA ANFLOR
1495,ORMEZINDA MARIA RIBEIRO
1495,GLADYS PLENS DE QUEVEDO PEREIRA DE CAMARGO
1495,ORMEZINDA MARIA RIBEIRO
1495,RODRIGO ALBUQUERQUE PEREIRA
1495,WALKIRIA NEIVA PRACA
1495,DIONEY MOREIRA GOMES
1495,ABDELHAK RAZKY
1495,ANA SUELLY ARRUDA CAMARA CABRAL
1495,PATRICIA TUXI DOS SANTOS
1495,AVELINY MANTOVAN LIMA
1495,ENILDE LEITE DE JESUS FAULSTICH
1495,GLADYS PLENS DE QUEVEDO PEREIRA DE CAMARGO
1495,EDNA CRISTINA MUNIZ DA SILVA
1495,ORMEZINDA MARIA RIBEIRO
1495,GLADYS PLENS DE QUEVEDO PEREIRA DE CAMARGO
1495,ORMEZINDA MARIA RIBEIRO
1495,ORMEZINDA MARIA RIBEIRO
1495,THIAGO COSTA CHACON
1495,THIAGO COSTA CHACON
1495,DANIELA PROMETI RIBEIRO
1495,AVELINY MANTOVAN LIMA
